user_id,section_id,role,status
u.1361577262.92,c.1361577262.math.1,student,deleted
u.1361577262.93,c.1361577262.math.1,student,deleted
u.1361577262.94,c.1361577262.math.1,student,deleted
u.1361577262.95,c.1361577262.math.1,student,deleted
u.1361577262.96,c.1361577262.math.1,student,deleted
u.1361577262.97,c.1361577262.math.1,student,deleted
u.1361577262.98,c.1361577262.math.1,student,deleted
u.1361577262.99,c.1361577262.math.1,student,deleted
u.1361577262.100,c.1361577262.math.1,student,deleted
u.1361577262.101,c.1361577262.math.1,student,deleted
u.1361577262.102,c.1361577262.math.1,student,deleted
u.1361577262.103,c.1361577262.math.1,student,deleted
u.1361577262.104,c.1361577262.math.1,student,deleted
u.1361577262.105,c.1361577262.math.1,student,deleted
u.1361577262.106,c.1361577262.math.1,student,deleted
u.1361577262.107,c.1361577262.math.1,student,deleted
u.1361577262.108,c.1361577262.math.1,student,deleted
u.1361577262.109,c.1361577262.math.1,student,deleted
u.1361577262.110,c.1361577262.math.1,student,deleted
u.1361577262.111,c.1361577262.math.1,student,deleted
u.1361577262.112,c.1361577262.math.1,student,deleted
u.1361577262.113,c.1361577262.math.1,student,deleted
u.1361577262.114,c.1361577262.math.1,student,deleted
u.1361577262.115,c.1361577262.math.1,student,deleted
u.1361577262.116,c.1361577262.math.1,student,deleted
u.1361577262.117,c.1361577262.math.1,student,deleted
u.1361577262.118,c.1361577262.math.1,student,deleted
u.1361577262.119,c.1361577262.math.1,student,deleted
u.1361577262.120,c.1361577262.math.1,student,deleted
u.1361577262.121,c.1361577262.math.1,student,deleted
u.1361577262.122,c.1361577262.math.1,student,deleted
u.1361577262.123,c.1361577262.math.1,student,deleted
u.1361577262.124,c.1361577262.math.1,student,deleted
u.1361577262.125,c.1361577262.math.1,student,deleted
u.1361577262.126,c.1361577262.math.1,student,deleted
u.1361577262.127,c.1361577262.math.1,student,deleted
u.1361577262.128,c.1361577262.math.1,student,deleted
u.1361577262.129,c.1361577262.math.1,student,deleted
u.1361577262.130,c.1361577262.math.1,student,deleted
u.1361577262.131,c.1361577262.math.1,student,deleted
u.1361577262.132,c.1361577262.math.1,student,deleted
u.1361577262.133,c.1361577262.math.1,student,deleted
u.1361577262.134,c.1361577262.math.1,student,deleted
u.1361577262.135,c.1361577262.math.1,student,deleted
u.1361577262.136,c.1361577262.math.1,student,deleted
u.1361577262.137,c.1361577262.math.1,student,deleted
u.1361577262.138,c.1361577262.math.1,student,deleted
u.1361577262.139,c.1361577262.math.1,student,deleted
u.1361577262.140,c.1361577262.math.1,student,deleted
u.1361577262.141,c.1361577262.math.1,student,deleted
u.1361577262.142,c.1361577262.math.1,student,deleted
u.1361577262.143,c.1361577262.math.1,student,deleted
u.1361577262.144,c.1361577262.math.1,student,deleted
u.1361577262.145,c.1361577262.math.1,student,deleted
u.1361577262.146,c.1361577262.math.1,student,deleted
u.1361577262.147,c.1361577262.math.1,student,deleted
u.1361577262.148,c.1361577262.math.1,student,deleted
u.1361577262.149,c.1361577262.math.1,student,deleted
u.1361577262.150,c.1361577262.math.1,student,deleted
u.1361577262.151,c.1361577262.math.1,student,deleted
u.1361577262.152,c.1361577262.math.1,student,deleted
u.1361577262.153,c.1361577262.math.1,student,deleted
u.1361577262.154,c.1361577262.math.1,student,deleted
u.1361577262.155,c.1361577262.math.1,student,deleted
u.1361577262.156,c.1361577262.math.1,student,deleted
u.1361577262.157,c.1361577262.math.1,student,deleted
u.1361577262.158,c.1361577262.math.1,student,deleted
u.1361577262.159,c.1361577262.math.1,student,deleted
u.1361577262.160,c.1361577262.math.1,student,deleted
u.1361577262.161,c.1361577262.math.1,student,deleted
u.1361577262.162,c.1361577262.math.1,student,deleted
u.1361577262.163,c.1361577262.math.1,student,deleted
u.1361577262.164,c.1361577262.math.1,student,deleted
u.1361577262.165,c.1361577262.math.1,student,deleted
u.1361577262.166,c.1361577262.math.1,student,deleted
u.1361577262.167,c.1361577262.math.1,student,deleted
u.1361577262.168,c.1361577262.math.1,student,deleted
u.1361577262.169,c.1361577262.math.1,student,deleted
u.1361577262.170,c.1361577262.math.1,student,deleted
u.1361577262.171,c.1361577262.math.1,student,deleted
u.1361577262.172,c.1361577262.math.1,student,deleted
u.1361577262.173,c.1361577262.math.1,student,deleted
u.1361577262.174,c.1361577262.math.1,student,deleted
u.1361577262.175,c.1361577262.math.1,student,deleted
u.1361577262.176,c.1361577262.math.1,student,deleted
u.1361577262.177,c.1361577262.math.1,student,deleted
u.1361577262.178,c.1361577262.math.1,student,deleted
u.1361577262.179,c.1361577262.math.1,student,deleted
u.1361577262.180,c.1361577262.math.1,student,deleted
u.1361577262.181,c.1361577262.math.1,student,deleted
u.1361577262.182,c.1361577262.math.1,student,deleted
u.1361577262.183,c.1361577262.math.1,student,deleted
u.1361577262.184,c.1361577262.math.1,student,deleted
u.1361577262.185,c.1361577262.math.1,student,deleted
u.1361577262.186,c.1361577262.math.1,student,deleted
u.1361577262.187,c.1361577262.math.1,student,deleted
u.1361577262.188,c.1361577262.math.1,student,deleted
u.1361577262.189,c.1361577262.math.1,student,deleted
u.1361577262.190,c.1361577262.math.1,student,deleted
u.1361577262.191,c.1361577262.math.1,student,deleted
u.1361577262.192,c.1361577262.math.1,student,deleted
u.1361577262.193,c.1361577262.math.1,student,deleted
u.1361577262.194,c.1361577262.math.1,student,deleted
u.1361577262.195,c.1361577262.math.1,student,deleted
u.1361577262.196,c.1361577262.math.1,student,deleted
u.1361577262.197,c.1361577262.math.1,student,deleted
u.1361577262.198,c.1361577262.math.1,student,deleted
u.1361577262.199,c.1361577262.math.1,student,deleted
u.1361577262.200,c.1361577262.math.1,student,deleted
u.1361577262.201,c.1361577262.math.1,student,deleted
u.1361577262.202,c.1361577262.math.1,student,deleted
u.1361577262.203,c.1361577262.math.1,student,deleted
u.1361577262.204,c.1361577262.math.1,student,deleted
u.1361577262.205,c.1361577262.math.1,student,deleted
u.1361577262.206,c.1361577262.math.1,student,deleted
u.1361577262.207,c.1361577262.math.1,student,deleted
u.1361577262.208,c.1361577262.math.1,student,deleted
u.1361577262.209,c.1361577262.math.1,student,deleted
u.1361577262.210,c.1361577262.math.1,student,deleted
u.1361577262.211,c.1361577262.math.1,student,deleted
u.1361577262.212,c.1361577262.math.1,student,deleted
u.1361577262.213,c.1361577262.math.1,student,deleted
u.1361577262.214,c.1361577262.math.1,student,deleted
u.1361577262.215,c.1361577262.math.1,student,deleted
u.1361577262.216,c.1361577262.math.1,student,deleted
u.1361577262.217,c.1361577262.math.1,student,deleted
u.1361577262.218,c.1361577262.math.1,student,deleted
u.1361577262.219,c.1361577262.math.1,student,deleted
u.1361577262.220,c.1361577262.math.1,student,deleted
u.1361577262.221,c.1361577262.math.1,student,deleted
u.1361577262.222,c.1361577262.math.1,student,deleted
u.1361577262.223,c.1361577262.math.1,student,deleted
u.1361577262.224,c.1361577262.math.1,student,deleted
u.1361577262.225,c.1361577262.math.1,student,deleted
u.1361577262.226,c.1361577262.math.1,student,deleted
u.1361577262.227,c.1361577262.math.1,student,deleted
u.1361577262.228,c.1361577262.math.1,student,deleted
u.1361577262.229,c.1361577262.math.1,student,deleted
u.1361577262.230,c.1361577262.math.1,student,deleted
u.1361577262.231,c.1361577262.math.1,student,deleted
u.1361577262.232,c.1361577262.math.1,student,deleted
u.1361577262.233,c.1361577262.math.1,student,deleted
u.1361577262.234,c.1361577262.math.1,student,deleted
u.1361577262.235,c.1361577262.math.1,student,deleted
u.1361577262.236,c.1361577262.math.1,student,deleted
u.1361577262.237,c.1361577262.math.1,student,deleted
u.1361577262.238,c.1361577262.math.1,student,deleted
u.1361577262.239,c.1361577262.math.1,student,deleted
u.1361577262.240,c.1361577262.math.1,student,deleted
u.1361577262.241,c.1361577262.math.1,student,deleted
u.1361577262.242,c.1361577262.math.1,student,deleted
u.1361577262.243,c.1361577262.math.1,student,deleted
u.1361577262.244,c.1361577262.math.1,student,deleted
u.1361577262.245,c.1361577262.math.1,student,deleted
u.1361577262.246,c.1361577262.math.1,student,deleted
u.1361577262.247,c.1361577262.math.1,student,deleted
u.1361577262.248,c.1361577262.math.1,student,deleted
u.1361577262.249,c.1361577262.math.1,student,deleted
u.1361577262.250,c.1361577262.math.1,student,deleted
u.1361577262.251,c.1361577262.math.1,student,deleted
u.1361577262.252,c.1361577262.math.1,student,deleted
u.1361577262.253,c.1361577262.math.1,student,deleted
u.1361577262.254,c.1361577262.math.1,student,deleted
u.1361577262.255,c.1361577262.math.1,student,deleted
u.1361577262.256,c.1361577262.math.1,student,deleted
u.1361577262.257,c.1361577262.math.1,student,deleted
u.1361577262.258,c.1361577262.math.1,student,deleted
u.1361577262.259,c.1361577262.math.1,student,deleted
u.1361577262.260,c.1361577262.math.1,student,deleted
u.1361577262.261,c.1361577262.math.1,student,deleted
u.1361577262.262,c.1361577262.math.1,student,deleted
u.1361577262.263,c.1361577262.math.1,student,deleted
u.1361577262.264,c.1361577262.math.1,student,deleted
u.1361577262.265,c.1361577262.math.1,student,deleted
u.1361577262.266,c.1361577262.math.1,student,deleted
u.1361577262.267,c.1361577262.math.1,student,deleted
u.1361577262.268,c.1361577262.math.1,student,deleted
u.1361577262.269,c.1361577262.math.1,student,deleted
u.1361577262.270,c.1361577262.math.1,student,deleted
u.1361577262.271,c.1361577262.math.1,student,deleted
u.1361577262.272,c.1361577262.math.1,student,deleted
u.1361577262.273,c.1361577262.math.1,student,deleted
u.1361577262.274,c.1361577262.math.1,student,deleted
u.1361577262.275,c.1361577262.math.1,student,deleted
u.1361577262.276,c.1361577262.math.1,student,deleted
u.1361577262.277,c.1361577262.math.1,student,deleted
u.1361577262.278,c.1361577262.math.1,student,deleted
u.1361577262.279,c.1361577262.math.1,student,deleted
u.1361577262.280,c.1361577262.math.1,student,deleted
u.1361577262.281,c.1361577262.math.1,student,deleted
u.1361577262.282,c.1361577262.math.1,student,deleted
u.1361577262.283,c.1361577262.math.1,student,deleted
u.1361577262.284,c.1361577262.math.1,student,deleted
u.1361577262.285,c.1361577262.math.1,student,deleted
u.1361577262.286,c.1361577262.math.1,student,deleted
u.1361577262.287,c.1361577262.math.1,student,deleted
u.1361577262.288,c.1361577262.math.1,student,deleted
u.1361577262.289,c.1361577262.math.1,student,deleted
u.1361577262.290,c.1361577262.math.1,student,deleted
u.1361577262.291,c.1361577262.math.1,student,deleted
u.1361577262.292,c.1361577262.math.1,student,deleted
u.1361577262.293,c.1361577262.math.1,student,deleted
u.1361577262.294,c.1361577262.math.1,student,deleted
u.1361577262.295,c.1361577262.math.1,student,deleted
u.1361577262.296,c.1361577262.math.1,student,deleted
u.1361577262.297,c.1361577262.math.1,student,deleted
u.1361577262.298,c.1361577262.math.1,student,deleted
u.1361577262.299,c.1361577262.math.1,student,deleted
u.1361577262.300,c.1361577262.math.1,student,deleted
u.1361577262.301,c.1361577262.math.1,student,deleted
u.1361577262.302,c.1361577262.math.1,student,deleted
u.1361577262.303,c.1361577262.math.1,student,deleted
u.1361577262.304,c.1361577262.math.1,student,deleted
u.1361577262.305,c.1361577262.math.1,student,deleted
u.1361577262.306,c.1361577262.math.1,student,deleted
u.1361577262.307,c.1361577262.math.1,student,deleted
u.1361577262.308,c.1361577262.math.1,student,deleted
u.1361577262.309,c.1361577262.math.1,student,deleted
u.1361577262.310,c.1361577262.math.1,student,deleted
u.1361577262.311,c.1361577262.math.1,student,deleted
u.1361577262.312,c.1361577262.math.1,student,deleted
u.1361577262.313,c.1361577262.math.1,student,deleted
u.1361577262.314,c.1361577262.math.1,student,deleted
u.1361577262.315,c.1361577262.math.1,student,deleted
u.1361577262.316,c.1361577262.math.1,student,deleted
u.1361577262.317,c.1361577262.math.1,student,deleted
u.1361577262.318,c.1361577262.math.1,student,deleted
u.1361577262.319,c.1361577262.math.1,student,deleted
u.1361577262.320,c.1361577262.math.1,student,deleted
u.1361577262.321,c.1361577262.math.1,student,deleted
u.1361577262.322,c.1361577262.math.1,student,deleted
u.1361577262.323,c.1361577262.math.1,student,deleted
u.1361577262.324,c.1361577262.math.1,student,deleted
u.1361577262.325,c.1361577262.math.1,student,deleted
u.1361577262.326,c.1361577262.math.1,student,deleted
u.1361577262.327,c.1361577262.math.1,student,deleted
u.1361577262.328,c.1361577262.math.1,student,deleted
u.1361577262.329,c.1361577262.math.1,student,deleted
u.1361577262.330,c.1361577262.math.1,student,deleted
u.1361577262.331,c.1361577262.math.1,student,deleted
u.1361577262.332,c.1361577262.math.1,student,deleted
u.1361577262.333,c.1361577262.math.1,student,deleted
u.1361577262.334,c.1361577262.math.1,student,deleted
u.1361577262.335,c.1361577262.math.1,student,deleted
u.1361577262.336,c.1361577262.math.1,student,deleted
u.1361577262.337,c.1361577262.math.1,student,deleted
u.1361577262.338,c.1361577262.math.1,student,deleted
u.1361577262.339,c.1361577262.math.1,student,deleted
u.1361577262.340,c.1361577262.math.1,student,deleted
u.1361577262.341,c.1361577262.math.1,student,deleted
u.1361577262.342,c.1361577262.math.1,student,deleted
u.1361577262.343,c.1361577262.math.1,student,deleted
u.1361577262.344,c.1361577262.math.1,student,deleted
u.1361577262.345,c.1361577262.math.1,student,deleted
u.1361577262.346,c.1361577262.math.1,student,deleted
u.1361577262.347,c.1361577262.math.1,student,deleted
u.1361577262.348,c.1361577262.math.1,student,deleted
u.1361577262.349,c.1361577262.math.1,student,deleted
u.1361577262.350,c.1361577262.math.1,student,deleted
u.1361577262.351,c.1361577262.math.1,student,deleted
u.1361577262.352,c.1361577262.math.1,student,deleted
u.1361577262.353,c.1361577262.math.1,student,deleted
u.1361577262.354,c.1361577262.math.1,student,deleted
u.1361577262.355,c.1361577262.math.1,student,deleted
u.1361577262.356,c.1361577262.math.1,student,deleted
u.1361577262.357,c.1361577262.math.1,student,deleted
u.1361577262.358,c.1361577262.math.1,student,deleted
u.1361577262.359,c.1361577262.math.1,student,deleted
u.1361577262.360,c.1361577262.math.1,student,deleted
u.1361577262.361,c.1361577262.math.1,student,deleted
u.1361577262.362,c.1361577262.math.1,student,deleted
u.1361577262.363,c.1361577262.math.1,student,deleted
u.1361577262.364,c.1361577262.math.1,student,deleted
u.1361577262.365,c.1361577262.math.1,student,deleted
u.1361577262.366,c.1361577262.math.1,student,deleted
u.1361577262.367,c.1361577262.math.1,student,deleted
u.1361577262.368,c.1361577262.math.1,student,deleted
u.1361577262.369,c.1361577262.math.1,student,deleted
u.1361577262.370,c.1361577262.math.1,student,deleted
u.1361577262.371,c.1361577262.math.1,student,deleted
u.1361577262.372,c.1361577262.math.1,student,deleted
u.1361577262.373,c.1361577262.math.1,student,deleted
u.1361577262.374,c.1361577262.math.1,student,deleted
u.1361577262.375,c.1361577262.math.1,student,deleted
u.1361577262.376,c.1361577262.math.1,student,deleted
u.1361577262.377,c.1361577262.math.1,student,deleted
u.1361577262.378,c.1361577262.math.1,student,deleted
u.1361577262.379,c.1361577262.math.1,student,deleted
u.1361577262.380,c.1361577262.math.1,student,deleted
u.1361577262.381,c.1361577262.math.1,student,deleted
u.1361577262.382,c.1361577262.math.1,student,deleted
u.1361577262.383,c.1361577262.math.1,student,deleted
u.1361577262.384,c.1361577262.math.1,student,deleted
u.1361577262.385,c.1361577262.math.1,student,deleted
u.1361577262.386,c.1361577262.math.1,student,deleted
u.1361577262.387,c.1361577262.math.1,student,deleted
u.1361577262.388,c.1361577262.math.1,student,deleted
u.1361577262.389,c.1361577262.math.1,student,deleted
u.1361577262.390,c.1361577262.math.1,student,deleted
u.1361577262.391,c.1361577262.math.1,student,deleted
u.1361577262.392,c.1361577262.math.1,student,deleted
u.1361577262.393,c.1361577262.math.1,student,deleted
u.1361577262.394,c.1361577262.math.1,student,deleted
u.1361577262.395,c.1361577262.math.1,student,deleted
u.1361577262.396,c.1361577262.math.1,student,deleted
u.1361577262.397,c.1361577262.math.1,student,deleted
u.1361577262.398,c.1361577262.math.1,student,deleted
u.1361577262.399,c.1361577262.math.1,student,deleted
u.1361577262.400,c.1361577262.math.1,student,deleted
u.1361577262.401,c.1361577262.math.1,student,deleted
u.1361577262.402,c.1361577262.math.1,student,deleted
u.1361577262.403,c.1361577262.math.1,student,deleted
u.1361577262.404,c.1361577262.math.1,student,deleted
u.1361577262.405,c.1361577262.math.1,student,deleted
u.1361577262.406,c.1361577262.math.1,student,deleted
u.1361577262.407,c.1361577262.math.1,student,deleted
u.1361577262.408,c.1361577262.math.1,student,deleted
u.1361577262.409,c.1361577262.math.1,student,deleted
u.1361577262.410,c.1361577262.math.1,student,deleted
u.1361577262.411,c.1361577262.math.1,student,deleted
u.1361577262.412,c.1361577262.math.1,student,deleted
u.1361577262.413,c.1361577262.math.1,student,deleted
u.1361577262.414,c.1361577262.math.1,student,deleted
u.1361577262.415,c.1361577262.math.1,student,deleted
u.1361577262.416,c.1361577262.math.1,student,deleted
u.1361577262.417,c.1361577262.math.1,student,deleted
u.1361577262.418,c.1361577262.math.1,student,deleted
u.1361577262.419,c.1361577262.math.1,student,deleted
u.1361577262.420,c.1361577262.math.1,student,deleted
u.1361577262.421,c.1361577262.math.1,student,deleted
u.1361577262.422,c.1361577262.math.1,student,deleted
u.1361577262.423,c.1361577262.math.1,student,deleted
u.1361577262.424,c.1361577262.math.1,student,deleted
u.1361577262.425,c.1361577262.math.1,student,deleted
u.1361577262.426,c.1361577262.math.1,student,deleted
u.1361577262.427,c.1361577262.math.1,student,deleted
u.1361577262.428,c.1361577262.math.1,student,deleted
u.1361577262.429,c.1361577262.math.1,student,deleted
u.1361577262.430,c.1361577262.math.1,student,deleted
u.1361577262.431,c.1361577262.math.1,student,deleted
u.1361577262.432,c.1361577262.math.1,student,deleted
u.1361577262.433,c.1361577262.math.1,student,deleted
u.1361577262.434,c.1361577262.math.1,student,deleted
u.1361577262.435,c.1361577262.math.1,student,deleted
u.1361577262.436,c.1361577262.math.1,student,deleted
u.1361577262.437,c.1361577262.math.1,student,deleted
u.1361577262.438,c.1361577262.math.1,student,deleted
u.1361577262.439,c.1361577262.math.1,student,deleted
u.1361577262.440,c.1361577262.math.1,student,deleted
u.1361577262.441,c.1361577262.math.1,student,deleted
u.1361577262.442,c.1361577262.math.1,student,deleted
u.1361577262.443,c.1361577262.math.1,student,deleted
u.1361577262.444,c.1361577262.math.1,student,deleted
u.1361577262.445,c.1361577262.math.1,student,deleted
u.1361577262.446,c.1361577262.math.1,student,deleted
u.1361577262.447,c.1361577262.math.1,student,deleted
u.1361577262.448,c.1361577262.math.1,student,deleted
u.1361577262.449,c.1361577262.math.1,student,deleted
u.1361577262.450,c.1361577262.math.1,student,deleted
u.1361577262.451,c.1361577262.math.1,student,deleted
u.1361577262.452,c.1361577262.math.1,student,deleted
u.1361577262.453,c.1361577262.math.1,student,deleted
u.1361577262.454,c.1361577262.math.1,student,deleted
u.1361577262.455,c.1361577262.math.1,student,deleted
u.1361577262.456,c.1361577262.math.1,student,deleted
u.1361577262.457,c.1361577262.math.1,student,deleted
u.1361577262.458,c.1361577262.math.1,student,deleted
u.1361577262.459,c.1361577262.math.1,student,deleted
u.1361577262.460,c.1361577262.math.1,student,deleted
u.1361577262.461,c.1361577262.math.1,student,deleted
u.1361577262.462,c.1361577262.math.1,student,deleted
u.1361577262.463,c.1361577262.math.1,student,deleted
u.1361577262.464,c.1361577262.math.1,student,deleted
u.1361577262.465,c.1361577262.math.1,student,deleted
u.1361577262.466,c.1361577262.math.1,student,deleted
u.1361577262.467,c.1361577262.math.1,student,deleted
u.1361577262.468,c.1361577262.math.1,student,deleted
u.1361577262.469,c.1361577262.math.1,student,deleted
u.1361577262.470,c.1361577262.math.1,student,deleted
u.1361577262.471,c.1361577262.math.1,student,deleted
u.1361577262.472,c.1361577262.math.1,student,deleted
u.1361577262.473,c.1361577262.math.1,student,deleted
u.1361577262.474,c.1361577262.math.1,student,deleted
u.1361577262.475,c.1361577262.math.1,student,deleted
u.1361577262.476,c.1361577262.math.1,student,deleted
u.1361577262.477,c.1361577262.math.1,student,deleted
u.1361577262.478,c.1361577262.math.1,student,deleted
u.1361577262.479,c.1361577262.math.1,student,deleted
u.1361577262.480,c.1361577262.math.1,student,deleted
u.1361577262.481,c.1361577262.math.1,student,deleted
u.1361577262.482,c.1361577262.math.1,student,deleted
u.1361577262.483,c.1361577262.math.1,student,deleted
u.1361577262.484,c.1361577262.math.1,student,deleted
u.1361577262.485,c.1361577262.math.1,student,deleted
u.1361577262.486,c.1361577262.math.1,student,deleted
u.1361577262.487,c.1361577262.math.1,student,deleted
u.1361577262.488,c.1361577262.math.1,student,deleted
u.1361577262.489,c.1361577262.math.1,student,deleted
u.1361577262.490,c.1361577262.math.1,student,deleted
u.1361577262.491,c.1361577262.math.1,student,deleted
u.1361577262.492,c.1361577262.math.1,student,deleted
u.1361577262.493,c.1361577262.math.1,student,deleted
u.1361577262.494,c.1361577262.math.1,student,deleted
u.1361577262.495,c.1361577262.math.1,student,deleted
u.1361577262.496,c.1361577262.math.1,student,deleted
u.1361577262.497,c.1361577262.math.1,student,deleted
u.1361577262.498,c.1361577262.math.1,student,deleted
u.1361577262.499,c.1361577262.math.1,student,deleted
u.1361577262.500,c.1361577262.math.1,student,deleted
u.1361577262.501,c.1361577262.math.1,student,deleted
u.1361577262.502,c.1361577262.math.1,student,deleted
u.1361577262.503,c.1361577262.math.1,student,deleted
u.1361577262.504,c.1361577262.math.1,student,deleted
u.1361577262.505,c.1361577262.math.1,student,deleted
u.1361577262.506,c.1361577262.math.1,student,deleted
u.1361577262.507,c.1361577262.math.1,student,deleted
u.1361577262.508,c.1361577262.math.1,student,deleted
u.1361577262.509,c.1361577262.math.1,student,deleted
u.1361577262.510,c.1361577262.math.1,student,deleted
u.1361577262.511,c.1361577262.math.1,student,deleted
u.1361577262.512,c.1361577262.math.1,student,deleted
u.1361577262.513,c.1361577262.math.1,student,deleted
u.1361577262.514,c.1361577262.math.1,student,deleted
u.1361577262.515,c.1361577262.math.1,student,deleted
u.1361577262.516,c.1361577262.math.1,student,deleted
u.1361577262.517,c.1361577262.math.1,student,deleted
u.1361577262.518,c.1361577262.math.1,student,deleted
u.1361577262.519,c.1361577262.math.1,student,deleted
u.1361577262.520,c.1361577262.math.1,student,deleted
u.1361577262.521,c.1361577262.math.1,student,deleted
u.1361577262.522,c.1361577262.math.1,student,deleted
u.1361577262.523,c.1361577262.math.1,student,deleted
u.1361577262.524,c.1361577262.math.1,student,deleted
u.1361577262.525,c.1361577262.math.1,student,deleted
u.1361577262.526,c.1361577262.math.1,student,deleted
u.1361577262.527,c.1361577262.math.1,student,deleted
u.1361577262.528,c.1361577262.math.1,student,deleted
u.1361577262.529,c.1361577262.math.1,student,deleted
u.1361577262.530,c.1361577262.math.1,student,deleted
u.1361577262.531,c.1361577262.math.1,student,deleted
u.1361577262.532,c.1361577262.math.1,student,deleted
u.1361577262.533,c.1361577262.math.1,student,deleted
u.1361577262.534,c.1361577262.math.1,student,deleted
u.1361577262.535,c.1361577262.math.1,student,deleted
u.1361577262.536,c.1361577262.math.1,student,deleted
